,Title,Publication Link,Authors,Pureportal Link,Publication Date
204,Vehicular localisation at high and low estimation rates during gnss outages: A deep learning approach,https://pureportal.coventry.ac.uk/en/publications/vehicular-localisation-at-high-and-low-estimation-rates-during-gn,"Christopoulos, S. R. G.",https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos,25 Sep 2020
205,Cell site analysis: Roles and interpretation,https://pureportal.coventry.ac.uk/en/publications/cell-site-analysis-roles-and-interpretation,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,28 Aug 2019
206,Mass transpiration in magneto-hydrodynamic boundary layer flow over a superlinear stretching sheet embedded in porous medium with slip,https://pureportal.coventry.ac.uk/en/publications/mass-transpiration-in-magneto-hydrodynamic-boundary-layer-flow-ov,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Jan 2019
207,Remote sensing technologies and energy applications in refugee camps,https://pureportal.coventry.ac.uk/en/publications/remote-sensing-technologies-and-energy-applications-in-refugee-ca,"Gaura, E.",https://pureportal.coventry.ac.uk/en/persons/elena-gaura,1 Jan 2019
208,Spontaneous Fruit Fly Optimisation for truss weight minimisation: Performance evaluation based on the no free lunch theorem,https://pureportal.coventry.ac.uk/en/publications/spontaneous-fruit-fly-optimisation-for-truss-weight-minimisation-,"Fitzpatrick, M. E.",https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick,24 Sep 2019
209,"The Scales Project, a cross-national dataset on the interpretation of thermal perception scales",https://pureportal.coventry.ac.uk/en/publications/the-scales-project-a-cross-national-dataset-on-the-interpretation,"Fitzpatrick, M. E.",https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick,26 Nov 2019
210,Algebraic tools in the study of Multistationarity of Chemical Reaction Networks,https://pureportal.coventry.ac.uk/en/publications/algebraic-tools-in-the-study-of-multistationarity-of-chemical-rea,"Sadeghimanesh, A.",https://pureportal.coventry.ac.uk/en/persons/amirhosein-sadeghimanesh-sadeghi-manesh,Oct 2018
211,Among the last ones to leave? Understanding the Journeys of Muslim Children in the Care System in England,https://pureportal.coventry.ac.uk/en/publications/among-the-last-ones-to-leave-understanding-the-journeys-of-muslim,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,2018
212,Discrete Weighted Exponential Distribution of the Second Type: Properties and Applications,https://pureportal.coventry.ac.uk/en/publications/discrete-weighted-exponential-distribution-of-the-second-type-pro,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,2018
213,h*pt: 一种鼓励质量平衡产量的 h 型指数,https://pureportal.coventry.ac.uk/en/publications/hpt-an-h-type-index-encouraging-quality-and-balancing-productivit,"Jiang, X.",https://pureportal.coventry.ac.uk/en/persons/xiaorui-jiang,Jan 2017
214,基于城市群的空气质量数据的可视分析方法研究,https://pureportal.coventry.ac.uk/en/publications/urban-agglomerations-based-visual-analysis-of-air-quality-data,"Jiang, X.",https://pureportal.coventry.ac.uk/en/persons/xiaorui-jiang,15 Mar 2017
215,Major Differences of Cloud Computing Adoption in Universities: Europe vs Middle East,https://pureportal.coventry.ac.uk/en/publications/major-differences-of-cloud-computing-adoption-in-universities-eur-2,"Warwick, K.",https://pureportal.coventry.ac.uk/en/persons/kevin-warwick,Dec 2014
216,Extraction of cardiac and respiratory motion information from cardiac x-ray fluoroscopy images using hierarchical manifold learning,https://pureportal.coventry.ac.uk/en/publications/extraction-of-cardiac-and-respiratory-motion-information-from-car,"Ma, Y.",https://pureportal.coventry.ac.uk/en/persons/yingliang-ma,2013
217,Infarct Segmentation Challenge on Delayed Enhancement MRI of the Left Ventricle,https://pureportal.coventry.ac.uk/en/publications/infarct-segmentation-challenge-on-delayed-enhancement-mri-of-the-,"Ma, Y.",https://pureportal.coventry.ac.uk/en/persons/yingliang-ma,2013
218,Real-Time Catheter Extraction from 2D X-Ray Fluoroscopic and 3D Echocardiographic Images for Cardiac Interventions,https://pureportal.coventry.ac.uk/en/publications/real-time-catheter-extraction-from-2d-x-ray-fluoroscopic-and-3d-e,"Ma, Y.",https://pureportal.coventry.ac.uk/en/persons/yingliang-ma,2013
219,Adding Logical Operators to Tree Pattern Queries onGraph-Structured Data,https://pureportal.coventry.ac.uk/en/publications/adding-logical-operators-to-tree-pattern-queries-ongraph-structur,"Jiang, X.",https://pureportal.coventry.ac.uk/en/persons/xiaorui-jiang,Aug 2012
